poll_time,recorded_at_time,line_ref,direction_ref,operator_ref,vehicle_ref,origin_name,destination_name,origin_aimed_departure,destination_aimed_arrival,latitude,longitude,bearing
2026-07-24T09:12:34.370070,2026-07-23T13:28:47+00:00,7,outbound,AKSS,4355,Chequers_Bus_Station,Railway_Station,2026-07-23T11:36:00+00:00,2026-07-23T13:04:00+00:00,51.273366,0.521665,
2026-07-24T09:12:34.370070,2026-07-24T09:11:55+00:00,3,outbound,AKSS,4471,Chequers_Bus_Station,Maidstone_Hospital,2026-07-24T09:10:00+00:00,2026-07-24T09:30:00+00:00,51.273831,0.524656,289
2026-07-24T09:12:34.370070,2026-07-24T09:12:22+00:00,6,inbound,AKSS,5457,Railway_Station,Chequers_Bus_Station,2026-07-24T08:30:00+00:00,2026-07-24T09:53:00+00:00,51.185636,0.387816,18
2026-07-24T09:12:34.370070,2026-07-23T16:28:33+00:00,219,inbound,AKSS,5458,Pinnacles,Tunbridge_Wells_Hospital,2026-07-23T15:32:00+00:00,2026-07-23T16:16:00+00:00,51.160498,0.295956,
2026-07-24T09:12:34.370070,2026-07-24T09:12:07+00:00,176,outbound,AKSS,5459,Plantation_Road,Village_Centre,2026-07-24T08:47:00+00:00,2026-07-24T09:46:00+00:00,51.375955,0.547043,178
2026-07-24T09:12:34.370070,2026-07-24T09:12:05+00:00,132,inbound,AKSS,5460,Waterfront_Bus_Station,Hempstead_Valley_Shopping_Centre,2026-07-24T09:00:00+00:00,2026-07-24T09:40:00+00:00,51.376056,0.542445,120
2026-07-24T09:12:34.370070,2026-07-24T09:03:12+00:00,133,outbound,AKSS,5463,The_Six_Bells,Waterfront_Bus_Station,2026-07-24T08:30:00+00:00,2026-07-24T09:03:00+00:00,51.382495,0.522763,302
2026-07-24T09:12:34.370070,2026-07-24T09:12:14+00:00,191,inbound,AKSS,5466,Lapwing_Road,Waterfront_Bus_Station,,,51.397223,0.495668,
2026-07-24T09:12:34.370070,2026-07-24T09:12:18+00:00,71,outbound,AKSS,5467,Chequers_Bus_Station,Railway_Station,2026-07-24T09:06:00+00:00,2026-07-24T10:01:00+00:00,51.273726,0.524498,285
2026-07-24T09:12:34.370070,2026-07-24T09:12:01+00:00,402,inbound,AKSS,6141,Old_West_Station_Sainsbury_s,Knole_Academy,,,51.160851,0.256881,
2026-07-24T09:12:34.370070,2026-07-24T09:12:00+00:00,402,inbound,AKSS,6143,Old_West_Station_Sainsbury_s,Knole_Academy,,,51.267626,0.193736,1
2026-07-24T09:12:34.370070,2026-07-23T18:42:41+00:00,402,outbound,AKSS,6151,Bus_Station,Railway_Station,2026-07-23T18:00:00+00:00,2026-07-23T18:46:00+00:00,51.132508,0.26351,
2026-07-24T09:12:34.370070,2026-07-24T09:11:56+00:00,402,outbound,AKSS,6200,Rose_and_Crown,Old_West_Station_Sainsbury_s,,,51.220123,0.232576,131
2026-07-24T09:12:34.370070,2026-07-24T09:12:20+00:00,402,outbound,AKSS,6202,Rose_and_Crown,Old_West_Station_Sainsbury_s,,,51.184203,0.265723,192
2026-07-24T09:12:34.370070,2026-07-23T17:19:58+00:00,6,inbound,AKSS,6203,Railway_Station,Invicta_Girls__Grammar_School,,,51.217791,0.393785,109
2026-07-24T09:12:34.370070,2026-07-24T09:12:06+00:00,6,outbound,AKSS,6204,Chequers_Bus_Station,Railway_Station,2026-07-24T08:00:00+00:00,2026-07-24T09:23:00+00:00,51.144465,0.312483,
2026-07-24T09:12:34.370070,2026-07-24T09:12:18+00:00,6,outbound,AKSS,6205,Chequers_Bus_Station,Railway_Station,2026-07-24T09:00:00+00:00,2026-07-24T10:23:00+00:00,51.268018,0.48906,271
2026-07-24T09:12:34.370070,2026-07-24T09:12:13+00:00,82,inbound,AKSS,6402,Parade,Royal_Star_Arcade,2026-07-24T09:12:00+00:00,2026-07-24T09:34:00+00:00,51.240336,0.556801,
2026-07-24T09:12:34.370070,2026-07-24T09:12:17+00:00,71,inbound,AKSS,6472,Railway_Station,Chequers_Bus_Station,2026-07-24T08:44:00+00:00,2026-07-24T09:42:00+00:00,51.307305,0.43445,195
2026-07-24T09:12:34.370070,2026-07-24T08:34:21+00:00,100,inbound,AKSS,6473,Goldcrest_Drive,Waterfront_Bus_Station,2026-07-24T08:16:00+00:00,2026-07-24T08:24:00+00:00,51.385095,0.524346,
2026-07-24T09:12:34.370070,2026-07-24T09:12:21+00:00,116,outbound,AKSS,6474,Waterfront_Bus_Station,Hempstead_Valley_Shopping_Centre,2026-07-24T08:40:00+00:00,2026-07-24T09:41:00+00:00,51.370228,0.573045,104
2026-07-24T09:12:34.370070,2026-07-23T23:20:55+00:00,132,inbound,AKSS,6475,Waterfront_Bus_Station,Hempstead_Valley_Shopping_Centre,2026-07-23T22:53:00+00:00,2026-07-23T23:22:00+00:00,51.340506,0.573029,
2026-07-24T09:12:34.370070,2026-07-23T17:08:46+00:00,101,inbound,AKSS,6476,Shops,Chequers_Bus_Station,,,51.273618,0.527021,
2026-07-24T09:12:34.370070,2026-07-23T11:53:26+00:00,155,outbound,AKSS,6477,Village_Surgery,Waterfront_Bus_Station,2026-07-23T11:40:00+00:00,2026-07-23T11:56:00+00:00,51.38229,0.522801,30
2026-07-24T09:12:34.370070,2026-07-23T16:37:42+00:00,101,inbound,AKSS,6478,Shops,Chequers_Bus_Station,,,51.272405,0.5268,
2026-07-24T09:12:34.370070,2026-07-24T09:12:00+00:00,700,outbound,AKSS,6479,Bus_Station,Waterfront_Bus_Station,2026-07-24T08:59:00+00:00,2026-07-24T09:38:00+00:00,51.416375,0.357928,115
2026-07-24T09:12:34.370070,2026-07-24T09:12:23+00:00,191,outbound,AKSS,6480,Waterfront_Bus_Station,Lapwing_Road,,,51.381988,0.522621,207
2026-07-24T09:12:34.370070,2026-07-23T17:47:30+00:00,175,inbound,AKSS,6481,Waterfront_Bus_Station,King_Street,,,51.387455,0.54911,
2026-07-24T09:12:34.370070,2026-07-24T09:12:17+00:00,7,inbound,AKSS,6482,Railway_Station,Chequers_Bus_Station,2026-07-24T08:40:00+00:00,2026-07-24T09:58:00+00:00,51.195941,0.275171,
2026-07-24T09:12:34.370070,2026-07-23T17:54:37+00:00,191,outbound,AKSS,6483,Waterfront_Bus_Station,Lapwing_Road,,,51.386648,0.550875,
2026-07-24T09:12:34.370070,2026-07-24T09:12:00+00:00,100,inbound,AKSS,6484,Goldcrest_Drive,Waterfront_Bus_Station,2026-07-24T09:06:00+00:00,2026-07-24T09:14:00+00:00,51.405175,0.539996,228
2026-07-24T09:12:34.370070,2026-07-24T09:11:54+00:00,6X,outbound,AKSS,6492,Maidstone_Hospital,Tunbridge_Wells_Hospital,2026-07-24T09:17:00+00:00,2026-07-24T09:53:00+00:00,51.27352,0.483221,
2026-07-24T09:12:34.370070,2026-07-24T09:12:04+00:00,7,outbound,AKSS,6500,Chequers_Bus_Station,Railway_Station,2026-07-24T08:06:00+00:00,2026-07-24T09:34:00+00:00,51.184725,0.266,191
2026-07-24T09:12:34.370070,2026-07-24T09:12:20+00:00,6X,outbound,AKSS,6501,Maidstone_Hospital,Tunbridge_Wells_Hospital,2026-07-24T08:35:00+00:00,2026-07-24T09:10:00+00:00,51.148298,0.306535,6
2026-07-24T09:12:34.370070,2026-07-24T08:23:21+00:00,7,inbound,AKSS,6502,Railway_Station,Chequers_Bus_Station,2026-07-24T06:54:00+00:00,2026-07-24T08:23:00+00:00,51.273386,0.526721,
2026-07-24T09:12:34.370070,2026-07-24T09:12:19+00:00,9,inbound,AKSS,6503,Tesco,Chequers_Bus_Station,2026-07-24T08:58:00+00:00,2026-07-24T09:12:00+00:00,51.273363,0.531321,233
2026-07-24T09:12:34.370070,2026-07-24T09:12:15+00:00,71,inbound,AKSS,6504,Lunsford_Park_Tesco,Chequers_Bus_Station,2026-07-24T08:44:00+00:00,2026-07-24T09:20:00+00:00,51.2766,0.508484,157
2026-07-24T09:12:34.370070,2026-07-24T09:11:54+00:00,72,outbound,AKSS,6505,Chequers_Bus_Station,Asda,2026-07-24T08:35:00+00:00,2026-07-24T09:25:00+00:00,51.29401,0.408601,190
2026-07-24T09:12:34.370070,2026-07-24T09:12:14+00:00,12,inbound,AKSS,6509,The_Vine,Royal_Star_Arcade,2026-07-24T08:55:00+00:00,2026-07-24T09:55:00+00:00,51.084881,0.691528,327
2026-07-24T09:12:34.370070,2026-07-24T09:11:58+00:00,85,outbound,AKSS,6510,Chequers_Bus_Station,Hever_Close,2026-07-24T08:55:00+00:00,2026-07-24T09:13:00+00:00,51.261376,0.535183,149
2026-07-24T09:12:34.370070,2026-07-24T09:12:10+00:00,12,outbound,AKSS,6511,Royal_Star_Arcade,The_Vine,2026-07-24T08:45:00+00:00,2026-07-24T09:47:00+00:00,51.239431,0.574555,105
2026-07-24T09:12:34.370070,2026-07-24T09:11:59+00:00,71,outbound,AKSS,6512,Chequers_Bus_Station,Lunsford_Park_Tesco,2026-07-24T08:45:00+00:00,2026-07-24T09:19:00+00:00,51.300436,0.44208,24
2026-07-24T09:12:34.370070,2026-07-24T09:12:12+00:00,89,outbound,AKSS,6513,King_Street,Spice_Lounge,2026-07-24T08:49:00+00:00,2026-07-24T09:15:00+00:00,51.232535,0.514286,
2026-07-24T09:12:34.370070,2026-07-24T09:12:20+00:00,5,inbound,AKSS,6514,The_Eight_Bells,Chequers_Bus_Station,2026-07-24T07:59:00+00:00,2026-07-24T09:11:00+00:00,51.233525,0.514863,21
2026-07-24T09:12:34.370070,2026-07-24T09:12:19+00:00,5,outbound,AKSS,6516,Oakwood_Park,The_Eight_Bells,,,51.164815,0.552868,
2026-07-24T09:12:34.370070,2026-07-24T09:12:14+00:00,7,outbound,AKSS,6520,Chequers_Bus_Station,Railway_Station,2026-07-24T08:36:00+00:00,2026-07-24T10:04:00+00:00,51.238886,0.367508,198
2026-07-24T09:12:34.370070,2026-07-24T09:12:09+00:00,7,inbound,AKSS,6522,Railway_Station,Chequers_Bus_Station,2026-07-24T09:10:00+00:00,2026-07-24T10:28:00+00:00,51.132975,0.263466,
2026-07-24T09:12:34.370070,2026-07-24T09:12:23+00:00,6X,inbound,AKSS,6532,Tunbridge_Wells_Hospital,Maidstone_Hospital,2026-07-24T08:38:00+00:00,2026-07-24T09:12:00+00:00,51.271273,0.482601,359
2026-07-24T09:12:34.370070,2026-07-24T09:12:18+00:00,7,inbound,AKSS,6533,Railway_Station,Chequers_Bus_Station,2026-07-24T08:10:00+00:00,2026-07-24T09:29:00+00:00,51.253876,0.446531,64
2026-07-24T09:12:34.370070,2026-07-24T09:12:12+00:00,12,inbound,AKSS,6535,The_Vine,Royal_Star_Arcade,2026-07-24T08:05:00+00:00,2026-07-24T09:07:00+00:00,51.257953,0.53107,353
2026-07-24T09:12:34.370070,2026-07-24T09:12:16+00:00,71,outbound,AKSS,6537,Chequers_Bus_Station,Railway_Station,2026-07-24T08:24:00+00:00,2026-07-24T09:19:00+00:00,51.33643,0.440883,21
2026-07-24T09:12:34.370070,2026-07-24T09:12:23+00:00,4,inbound,AKSS,6538,Pennine_Way,Chequers_Bus_Station,2026-07-24T09:13:00+00:00,2026-07-24T09:30:00+00:00,51.260063,0.568386,
